Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2019,Afghanistan,AFG,Croatia,HRV,G,FI,P,0,0,10,136,146
2019,Afghanistan,AFG,Croatia,HRV,G,JR,P,0,0,10,0,10
2019,Afghanistan,AFG,Hungary,HUN,G,FI,P,0,5,316,17,338
2019,Afghanistan,AFG,Iceland,ISL,G,AR,P,0,14,0,56,70
2019,Afghanistan,AFG,Iceland,ISL,G,FI,P,10,10,0,44,64
2019,Afghanistan,AFG,India,IND,U,AR,P,54,0,114,144,312
2019,Afghanistan,AFG,India,IND,U,FI,P,1265,0,808,1220,3293
2019,Afghanistan,AFG,Indonesia,IDN,U,FI,P,79,0,0,102,181
2019,Afghanistan,AFG,Ireland,IRL,G,AR,P,14,0,0,5,19
2019,Afghanistan,AFG,Ireland,IRL,G,FI,P,32,26,5,46,109
2019,Afghanistan,AFG,Iraq,IRQ,U,FI,P,0,0,0,10,10
2019,Afghanistan,AFG,Italy,ITA,G,FI,P,276,632,61,38,1007
2019,Afghanistan,AFG,Japan,JPN,G,FI,P,16,0,0,0,0
2019,Afghanistan,AFG,Kazakhstan,KAZ,G,AR,P,0,0,103,25,128
2019,Afghanistan,AFG,Kazakhstan,KAZ,G,FI,P,10,0,142,14,166
2019,Afghanistan,AFG,Kenya,KEN,G,FI,P,0,0,0,5,5
2019,Afghanistan,AFG,Kyrgyzstan,KGZ,G,FI,P,5,0,26,25,56
2019,Afghanistan,AFG,"Rep. of Korea",KOR,G,FA,P,5,0,0,0,5
2019,Afghanistan,AFG,"Sri Lanka",LKA,U,FI,P,30,0,0,0,30
2019,Afghanistan,AFG,Lithuania,LTU,G,FI,P,13,0,5,5,23
2019,Afghanistan,AFG,Luxembourg,LUX,G,FI,P,50,5,15,0,70
2019,Afghanistan,AFG,Latvia,LVA,G,FI,P,0,0,0,5,5
2019,Afghanistan,AFG,Madagascar,MDG,U,FI,P,5,0,0,0,5
2019,Afghanistan,AFG,Mauritania,MRT,U,FI,P,0,0,0,14,14
2019,Afghanistan,AFG,"North Macedonia",MKD,G,FA,P,0,0,0,114,114
2019,Afghanistan,AFG,"Rep. of Moldova",MDA,G,FI,P,0,5,0,0,5
2019,Afghanistan,AFG,"Rep. of Moldova",MDA,G,JR,P,0,0,5,0,5
2019,Afghanistan,AFG,Malaysia,MYS,U,AR,P,65,0,10,0,75
2019,Afghanistan,AFG,Malaysia,MYS,U,FI,P,694,0,12,0,706
2019,Afghanistan,AFG,Montenegro,MNE,G,FA,P,0,0,0,55,55
2019,Afghanistan,AFG,Morocco,MAR,U,FI,P,0,0,0,5,5
2019,Afghanistan,AFG,Malta,MLT,G,FI,P,0,0,0,5,5
2019,Afghanistan,AFG,Netherlands,NLD,G,FI,P,29,28,92,32,181
2019,Afghanistan,AFG,Netherlands,NLD,G,RA,P,91,13,293,117,514
2019,Afghanistan,AFG,Norway,NOR,G,AR,P,18,0,156,10,184
2019,Afghanistan,AFG,Norway,NOR,G,FI,P,33,20,70,14,137
2019,Afghanistan,AFG,Norway,NOR,G,RA,P,5,0,0,5,10
2019,Afghanistan,AFG,"New Zealand",NZL,G,FI,P,0,0,5,0,5
2019,Afghanistan,AFG,Pakistan,PAK,U,AR,P,0,0,0,5,5
2019,Afghanistan,AFG,Pakistan,PAK,U,FI,P,21,0,0,128,149
2019,Afghanistan,AFG,Poland,POL,G,AR,P,0,0,5,0,5
2019,Afghanistan,AFG,Poland,POL,G,FI,P,5,10,0,48,63
2019,Afghanistan,AFG,Portugal,PRT,G,FI,P,5,0,0,15,20
2019,Afghanistan,AFG,Romania,ROU,G,FI,P,22,15,68,52,157
2019,Afghanistan,AFG,Romania,ROU,G,JR,P,0,0,5,0,5
2019,Afghanistan,AFG,"South Africa",ZAF,G,AR,P,0,0,0,5,5
2019,Afghanistan,AFG,"South Africa",ZAF,G,FI,P,0,0,5,0,5
2019,Afghanistan,AFG,"Russian Federation",RUS,G,FI,P,0,0,0,181,181
2019,Afghanistan,AFG,"Russian Federation",RUS,G,TA,P,335,0,0,450,785
2019,Afghanistan,AFG,Senegal,SEN,G,FA,P,0,0,0,5,5
2019,Afghanistan,AFG,Spain,ESP,G,FI,P,21,43,19,0,83
2019,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,FI,P,5,0,5,90,100
2019,Afghanistan,AFG,"Viet Nam",VNM,U,FI,P,5,0,0,0,5
2019,Afghanistan,AFG,Slovakia,SVK,G,FI,P,0,16,12,65,93
2019,Afghanistan,AFG,Slovenia,SVN,G,FI,P,5,0,73,369,447
2019,Afghanistan,AFG,Sweden,SWE,G,AR,P,364,107,5312,420,6203
2019,Afghanistan,AFG,Sweden,SWE,G,FI,P,223,53,458,133,867
2019,Afghanistan,AFG,Sweden,SWE,G,RA,P,58,10,167,77,312
2019,Afghanistan,AFG,Switzerland,CHE,G,FI,P,374,1374,83,319,2150
2019,Afghanistan,AFG,Thailand,THA,U,FI,P,22,0,0,5,27
2019,Afghanistan,AFG,Tajikistan,TJK,G,FA,P,1920,0,210,0,2130
2019,Afghanistan,AFG,Tajikistan,TJK,U,FI,P,5,0,0,0,5
2019,Afghanistan,AFG,Türkiye,TUR,G,FI,P,2387,0,2515,11224,16126
2019,Afghanistan,AFG,Ukraine,UKR,G,FI,P,17,11,36,1081,1145
2019,Afghanistan,AFG,Ukraine,UKR,G,JR,P,0,0,78,1329,1407
2019,Afghanistan,AFG,"United States of America",USA,G,AR,P,14,0,5,12,31
2019,Afghanistan,AFG,"United States of America",USA,G,EO,P,18,0,5,0,23
2019,Afghanistan,AFG,"United States of America",USA,G,IN,C,71,0,43,12,126
2020,Afghanistan,AFG,Egypt,EGY,U,FI,P,5,0,0,0,5
2020,Afghanistan,AFG,Armenia,ARM,G,FI,P,0,0,0,5,5
2020,Afghanistan,AFG,Australia,AUS,G,AR,P,19,0,51,10,80
2020,Afghanistan,AFG,Australia,AUS,G,FI,P,276,0,54,36,366
2020,Afghanistan,AFG,Austria,AUT,G,FA,P,2875,1198,1447,1173,6693
2020,Afghanistan,AFG,Azerbaijan,AZE,G,FI,P,0,0,109,5,114
2020,Afghanistan,AFG,Azerbaijan,AZE,U,AR,P,5,0,0,0,5
2020,Afghanistan,AFG,Azerbaijan,AZE,U,FI,P,470,0,0,0,470
2020,Afghanistan,AFG,Belgium,BEL,G,FI,P,210,365,1155,0,1730
2020,Afghanistan,AFG,Belgium,BEL,G,RA,P,25,20,680,0,725
2020,Afghanistan,AFG,Belarus,BLR,G,FI,P,0,12,0,0,12
2020,Afghanistan,AFG,Belarus,BLR,U,FI,P,10,0,0,0,10
2020,Afghanistan,AFG,Brazil,BRA,G,FI,P,12,0,0,0,12
2020,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,G,FI,P,0,0,5,132,137
2020,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,G,JR,P,0,0,5,0,5
2020,Afghanistan,AFG,Bulgaria,BGR,G,FA,P,5,5,858,226,1094
2020,Afghanistan,AFG,Canada,CAN,G,AR,P,22,0,44,0,83
2020,Afghanistan,AFG,Canada,CAN,G,FI,P,206,0,47,0,263
2020,Afghanistan,AFG,China,CHN,U,FI,P,5,0,0,5,10
2020,Afghanistan,AFG,Czechia,CZE,G,FI,P,0,0,5,14,19
2020,Afghanistan,AFG,Denmark,DNK,G,AR,P,5,5,32,0,42
2020,Afghanistan,AFG,Denmark,DNK,G,FI,P,5,0,36,0,41
2020,Afghanistan,AFG,Fiji,FJI,G,FI,P,5,0,0,0,5
2020,Afghanistan,AFG,Finland,FIN,G,FI,P,159,82,155,58,454
2020,Afghanistan,AFG,Finland,FIN,G,RA,P,35,13,96,88,232
2020,Afghanistan,AFG,France,FRA,G,AR,P,501,2029,584,25,3139
2020,Afghanistan,AFG,France,FRA,G,FI,P,526,4286,2632,93,7537
2020,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,99,0,101,42,242
2020,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,554,15,336,309,1214
2020,Afghanistan,AFG,Germany,DEU,G,JR,P,1201,7086,5518,7363,21168
2020,Afghanistan,AFG,Germany,DEU,G,NA,P,1877,2079,1958,2638,8552
2020,Afghanistan,AFG,Germany,DEU,G,RA,P,159,471,171,1450,2251
2020,Afghanistan,AFG,Greece,GRC,G,AR,P,80,364,2068,159,2671
2020,Afghanistan,AFG,Greece,GRC,G,FI,P,4606,6164,5494,3647,19911
2020,Afghanistan,AFG,Croatia,HRV,G,FI,P,0,0,24,531,555
2020,Afghanistan,AFG,Croatia,HRV,G,JR,P,0,0,5,0,5
2020,Afghanistan,AFG,Hungary,HUN,G,FI,P,5,26,155,24,210
2020,Afghanistan,AFG,Iceland,ISL,G,AR,P,0,0,5,27,32
2020,Afghanistan,AFG,Iceland,ISL,G,FI,P,22,13,0,11,46
2020,Afghanistan,AFG,India,IND,U,AR,P,30,0,46,243,319
2020,Afghanistan,AFG,India,IND,U,FI,P,981,0,427,921,2329
2020,Afghanistan,AFG,Indonesia,IDN,U,FI,P,89,0,0,39,128
2020,Afghanistan,AFG,Ireland,IRL,G,AR,P,5,0,0,5,10
2020,Afghanistan,AFG,Ireland,IRL,G,FI,P,24,11,0,12,47
2020,Afghanistan,AFG,Italy,ITA,G,FI,P,107,952,72,27,1158
2020,Afghanistan,AFG,Japan,JPN,G,FI,P,5,0,0,0,0
2020,Afghanistan,AFG,Kazakhstan,KAZ,G,AR,P,0,0,49,0,49
2020,Afghanistan,AFG,Kazakhstan,KAZ,G,FI,P,0,0,66,12,78
2020,Afghanistan,AFG,Kyrgyzstan,KGZ,G,FI,P,5,0,89,15,109
2020,Afghanistan,AFG,"Rep. of Korea",KOR,G,FA,P,0,0,0,12,12
2020,Afghanistan,AFG,Libya,LBY,U,FI,P,0,0,0,11,11
2020,Afghanistan,AFG,"Sri Lanka",LKA,U,FI,P,39,0,0,0,39
2020,Afghanistan,AFG,Lithuania,LTU,G,FI,P,0,0,5,0,5
2020,Afghanistan,AFG,Luxembourg,LUX,G,FI,P,41,5,72,0,118
2020,Afghanistan,AFG,Latvia,LVA,G,FI,P,0,0,0,5,5
2020,Afghanistan,AFG,"North Macedonia",MKD,G,FA,P,0,5,5,46,56
2020,Afghanistan,AFG,Malaysia,MYS,U,AR,P,20,0,0,5,25
2020,Afghanistan,AFG,Malaysia,MYS,U,FI,P,213,0,0,0,213
2020,Afghanistan,AFG,Montenegro,MNE,G,FA,P,0,0,0,69,69
2020,Afghanistan,AFG,Netherlands,NLD,G,FI,P,120,99,71,53,343
2020,Afghanistan,AFG,Netherlands,NLD,G,RA,P,34,5,139,31,209
2020,Afghanistan,AFG,Norway,NOR,G,AR,P,5,0,61,5,71
2020,Afghanistan,AFG,Norway,NOR,G,FI,P,12,10,33,14,69
2020,Afghanistan,AFG,Norway,NOR,G,RA,P,0,14,0,0,14
2020,Afghanistan,AFG,Nauru,NRU,G,FI,P,5,0,0,0,5
2020,Afghanistan,AFG,"New Zealand",NZL,G,FI,P,0,16,5,0,21
2020,Afghanistan,AFG,Pakistan,PAK,U,FI,P,5,0,0,17,22
2020,Afghanistan,AFG,Philippines,PHL,G,FA,P,0,0,0,5,5
2020,Afghanistan,AFG,"Papua New Guinea",PNG,G,FI,P,0,0,0,5,5
2020,Afghanistan,AFG,Poland,POL,G,AR,P,0,0,5,0,5
2020,Afghanistan,AFG,Poland,POL,G,FI,P,5,14,0,49,68
2020,Afghanistan,AFG,Portugal,PRT,G,FI,P,0,0,0,5,5
2020,Afghanistan,AFG,Romania,ROU,G,FI,P,10,21,426,430,887
2020,Afghanistan,AFG,Romania,ROU,G,JR,P,0,11,26,0,37
2020,Afghanistan,AFG,"South Africa",ZAF,G,AR,P,5,0,0,0,5
2020,Afghanistan,AFG,"Russian Federation",RUS,G,FI,P,10,0,0,100,110
2020,Afghanistan,AFG,"Russian Federation",RUS,G,TA,P,207,0,0,347,554
2020,Afghanistan,AFG,Senegal,SEN,G,FA,P,0,0,0,5,5
2020,Afghanistan,AFG,Spain,ESP,G,FI,P,10,85,32,0,127
2020,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,FI,P,5,0,5,63,73
2020,Afghanistan,AFG,Slovakia,SVK,G,FI,P,0,20,5,37,62
2020,Afghanistan,AFG,Slovenia,SVN,G,FI,P,5,0,109,508,622
2020,Afghanistan,AFG,Sweden,SWE,G,AR,P,161,41,1639,126,1967
2020,Afghanistan,AFG,Sweden,SWE,G,FI,P,239,55,334,107,735
2020,Afghanistan,AFG,Sweden,SWE,G,RA,P,30,10,123,34,197
2020,Afghanistan,AFG,Switzerland,CHE,G,FI,P,351,1433,90,248,2122
2020,Afghanistan,AFG,Thailand,THA,U,FI,P,36,0,0,0,36
2020,Afghanistan,AFG,Tajikistan,TJK,G,FA,P,1935,0,145,0,2080
2020,Afghanistan,AFG,Tajikistan,TJK,U,FI,P,15,0,0,0,15
2020,Afghanistan,AFG,Türkiye,TUR,G,FI,P,3249,0,5348,8432,17029
2020,Afghanistan,AFG,Ukraine,UKR,G,FI,P,10,23,69,36,138
2020,Afghanistan,AFG,Ukraine,UKR,G,JR,P,0,0,40,5,45
2020,Afghanistan,AFG,"United States of America",USA,G,AR,P,5,0,0,0,5
2020,Afghanistan,AFG,"United States of America",USA,G,EO,P,13,0,5,0,18
2020,Afghanistan,AFG,"United States of America",USA,G,IN,C,34,0,26,28,88
2021,Afghanistan,AFG,Albania,ALB,G,FI,P,5,0,0,0,5
2021,Afghanistan,AFG,Egypt,EGY,U,FI,P,10,0,0,0,10
2021,Afghanistan,AFG,Armenia,ARM,G,FI,P,0,0,0,5,5
2021,Afghanistan,AFG,Australia,AUS,G,AR,P,48,0,28,5,81
2021,Afghanistan,AFG,Australia,AUS,G,FI,P,161,0,31,0,192
2021,Afghanistan,AFG,Austria,AUT,G,FA,P,2568,1730,1086,3880,9264
2021,Afghanistan,AFG,Azerbaijan,AZE,U,AR,P,10,0,0,0,10
2021,Afghanistan,AFG,Azerbaijan,AZE,U,FI,P,136,0,0,0,136
2021,Afghanistan,AFG,Belgium,BEL,G,FI,P,815,355,1190,0,2360
2021,Afghanistan,AFG,Belarus,BLR,G,FI,P,0,5,0,17,22
2021,Afghanistan,AFG,Brazil,BRA,G,FI,P,10,0,0,0,10
2021,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,G,FI,P,0,0,5,29,34
2021,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,G,JR,P,0,0,10,0,10
2021,Afghanistan,AFG,Bulgaria,BGR,G,FA,P,50,33,32,2851,2966
2021,Afghanistan,AFG,Canada,CAN,G,AR,P,32,0,39,0,71
2021,Afghanistan,AFG,Canada,CAN,G,FI,P,363,0,56,39,458
2021,Afghanistan,AFG,China,CHN,U,FI,P,14,0,0,0,14
2021,Afghanistan,AFG,Cyprus,CYP,G,FA,P,0,0,0,5,5
2021,Afghanistan,AFG,Czechia,CZE,G,FI,P,118,0,0,27,145
2021,Afghanistan,AFG,Denmark,DNK,G,AR,P,5,10,27,0,42
2021,Afghanistan,AFG,Denmark,DNK,G,FI,P,0,0,34,0,34
2021,Afghanistan,AFG,Estonia,EST,G,FI,P,15,0,0,0,15
2021,Afghanistan,AFG,Finland,FIN,G,FI,P,281,51,102,32,466
2021,Afghanistan,AFG,Finland,FIN,G,RA,P,154,13,35,38,240
2021,Afghanistan,AFG,France,FRA,G,AR,P,958,2037,1349,132,4476
2021,Afghanistan,AFG,France,FRA,G,FI,P,4611,7625,4108,73,16417
2021,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,111,0,61,223,395
2021,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,792,32,173,51,1048
2021,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,5,0,0,5,10
2021,Afghanistan,AFG,Georgia,GEO,G,FI,P,0,14,0,0,14
2021,Afghanistan,AFG,Germany,DEU,G,FI,P,1409,2233,1413,3051,8106
2021,Afghanistan,AFG,Germany,DEU,G,JR,P,979,6870,1724,6701,16274
2021,Afghanistan,AFG,Germany,DEU,G,RA,P,166,500,103,1170,1939
2021,Afghanistan,AFG,Greece,GRC,G,AR,P,274,901,1458,687,3320
2021,Afghanistan,AFG,Greece,GRC,G,FI,P,4235,2766,820,8165,15986
2021,Afghanistan,AFG,Croatia,HRV,G,FI,P,40,0,5,1531,1576
2021,Afghanistan,AFG,Croatia,HRV,G,JR,P,0,0,5,0,5
2021,Afghanistan,AFG,Hungary,HUN,G,FI,P,0,5,0,14,19
2021,Afghanistan,AFG,Iceland,ISL,G,AR,P,0,0,0,13,13
2021,Afghanistan,AFG,Iceland,ISL,G,FI,P,21,38,0,12,71
2021,Afghanistan,AFG,India,IND,U,AR,P,121,0,0,14,135
2021,Afghanistan,AFG,India,IND,U,FI,P,1570,0,175,417,2162
2021,Afghanistan,AFG,Indonesia,IDN,U,FI,P,146,0,0,0,146
2021,Afghanistan,AFG,Ireland,IRL,G,AR,P,5,0,0,0,5
2021,Afghanistan,AFG,Ireland,IRL,G,FI,P,165,5,20,27,217
2021,Afghanistan,AFG,Italy,ITA,G,FI,P,2046,2130,104,0,4280
2021,Afghanistan,AFG,Japan,JPN,G,FA,P,11,0,0,0,11
2021,Afghanistan,AFG,Kazakhstan,KAZ,G,AR,P,0,0,119,0,119
2021,Afghanistan,AFG,Kazakhstan,KAZ,G,FI,P,0,0,11,0,11
2021,Afghanistan,AFG,Kenya,KEN,G,FI,P,5,0,0,0,5
2021,Afghanistan,AFG,Kyrgyzstan,KGZ,G,FI,P,0,0,30,10,40
2021,Afghanistan,AFG,"Rep. of Korea",KOR,G,FA,P,5,0,0,0,5
2021,Afghanistan,AFG,Lebanon,LBN,U,FI,P,5,0,0,0,5
2021,Afghanistan,AFG,"Sri Lanka",LKA,U,FI,P,5,0,0,0,5
2021,Afghanistan,AFG,Lithuania,LTU,G,FI,P,0,0,5,0,5
2021,Afghanistan,AFG,Luxembourg,LUX,G,AR,P,0,0,5,5,10
2021,Afghanistan,AFG,Luxembourg,LUX,G,FI,P,80,30,35,0,145
2021,Afghanistan,AFG,Latvia,LVA,G,FI,P,22,5,0,0,27
2021,Afghanistan,AFG,Madagascar,MDG,U,FI,P,10,0,0,0,10
2021,Afghanistan,AFG,"North Macedonia",MKD,G,FA,P,0,5,0,5,10
2021,Afghanistan,AFG,Malaysia,MYS,U,AR,P,16,0,12,0,28
2021,Afghanistan,AFG,Malaysia,MYS,U,FI,P,245,0,0,0,245
2021,Afghanistan,AFG,Montenegro,MNE,G,FA,P,0,0,0,98,98
2021,Afghanistan,AFG,Morocco,MAR,U,FI,P,5,0,0,0,5
2021,Afghanistan,AFG,Netherlands,NLD,G,FI,P,2344,313,82,118,2857
2021,Afghanistan,AFG,Netherlands,NLD,G,RA,P,53,5,62,12,132
2021,Afghanistan,AFG,Norway,NOR,G,AR,P,10,0,49,10,69
2021,Afghanistan,AFG,Norway,NOR,G,FI,P,32,108,17,20,177
2021,Afghanistan,AFG,Norway,NOR,G,RA,P,0,0,0,5,5
2021,Afghanistan,AFG,"New Zealand",NZL,G,FI,P,18,0,0,0,18
2021,Afghanistan,AFG,Pakistan,PAK,U,FI,P,5,0,0,16,21
2021,Afghanistan,AFG,Poland,POL,G,FI,P,751,5,52,530,1338
2021,Afghanistan,AFG,Portugal,PRT,G,FI,P,67,34,0,0,101
2021,Afghanistan,AFG,Romania,ROU,G,FI,P,164,15,804,3250,4233
2021,Afghanistan,AFG,Romania,ROU,G,JR,P,0,30,115,0,145
2021,Afghanistan,AFG,"Russian Federation",RUS,G,FI,P,5,0,0,41,46
2021,Afghanistan,AFG,"Russian Federation",RUS,G,TA,P,211,0,0,255,466
2021,Afghanistan,AFG,Spain,ESP,G,FI,P,703,39,0,0,742
2021,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,FI,P,0,0,0,45,45
2021,Afghanistan,AFG,Slovakia,SVK,G,FI,P,16,5,5,48,74
2021,Afghanistan,AFG,Slovenia,SVN,G,FI,P,5,0,10,2368,2383
2021,Afghanistan,AFG,Sweden,SWE,G,AR,P,70,5,467,114,656
2021,Afghanistan,AFG,Sweden,SWE,G,FI,P,186,38,141,185,550
2021,Afghanistan,AFG,Sweden,SWE,G,RA,P,86,5,92,37,220
2021,Afghanistan,AFG,Switzerland,CHE,G,FI,P,446,1524,51,734,2755
2021,Afghanistan,AFG,"Syrian Arab Rep.",SYR,U,FI,P,15,0,0,0,15
2021,Afghanistan,AFG,Thailand,THA,U,FI,P,18,0,0,5,23
2021,Afghanistan,AFG,Tajikistan,TJK,G,FA,P,3675,0,60,0,3735
2021,Afghanistan,AFG,Türkiye,TUR,G,FI,P,4340,0,2828,6800,13968
2021,Afghanistan,AFG,Ukraine,UKR,G,FI,P,43,16,59,80,198
2021,Afghanistan,AFG,Ukraine,UKR,G,JR,P,0,5,23,5,33
2021,Afghanistan,AFG,Ukraine,UKR,U,FI,P,5,0,0,0,5
2021,Afghanistan,AFG,Uruguay,URY,G,FI,P,5,0,0,0,5
2021,Afghanistan,AFG,"United States of America",USA,G,AR,P,13,0,0,10,23
2021,Afghanistan,AFG,"United States of America",USA,G,EO,P,5,0,5,0,10
2021,Afghanistan,AFG,"United States of America",USA,G,IN,P,156,0,33,63,252
