Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2020,Afghanistan,AFG,"Sri Lanka",LKA,U,N,FI,P,19
2020,Afghanistan,AFG,Lithuania,LTU,G,N,FI,P,9
2020,Afghanistan,AFG,Luxembourg,LUX,G,N,FI,P,94
2020,Afghanistan,AFG,Latvia,LVA,G,N,FI,P,8
2020,Afghanistan,AFG,"North Macedonia",MKD,G,N,FA,P,47
2020,Afghanistan,AFG,Malaysia,MYS,U,N,FI,P,265
2020,Afghanistan,AFG,Montenegro,MNE,G,N,FA,P,25
2020,Afghanistan,AFG,Netherlands,NLD,G,N,FI,P,389
2020,Afghanistan,AFG,Netherlands,NLD,G,R,RA,P,182
2020,Afghanistan,AFG,Norway,NOR,G,A,AR,P,76
2020,Afghanistan,AFG,Norway,NOR,G,N,FI,P,54
2020,Afghanistan,AFG,Norway,NOR,G,R,RA,P,5
2020,Afghanistan,AFG,"New Zealand",NZL,G,N,FI,P,13
2020,Afghanistan,AFG,Pakistan,PAK,U,N,FI,P,1285
2020,Afghanistan,AFG,Peru,PER,G,N,FI,P,5
2020,Afghanistan,AFG,Poland,POL,G,A,AR,P,5
2020,Afghanistan,AFG,Poland,POL,G,N,FI,P,119
2020,Afghanistan,AFG,Portugal,PRT,G,N,FI,P,30
2020,Afghanistan,AFG,Romania,ROU,G,N,FI,P,2381
2020,Afghanistan,AFG,Romania,ROU,G,R,RA,P,5
2020,Afghanistan,AFG,"Russian Federation",RUS,G,N,FI,P,102
2020,Afghanistan,AFG,"Russian Federation",RUS,G,N,TA,P,470
2020,Afghanistan,AFG,Spain,ESP,G,N,FI,P,32
2020,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,65
2020,Afghanistan,AFG,Slovakia,SVK,G,N,FI,P,50
2020,Afghanistan,AFG,Slovenia,SVN,G,N,FI,P,742
2020,Afghanistan,AFG,Slovenia,SVN,G,R,RA,P,12
2020,Afghanistan,AFG,Sweden,SWE,G,A,AR,P,617
2020,Afghanistan,AFG,Sweden,SWE,G,N,FI,P,441
2020,Afghanistan,AFG,Sweden,SWE,G,R,RA,P,152
2020,Afghanistan,AFG,Switzerland,CHE,G,N,FI,P,1631
2020,Afghanistan,AFG,Switzerland,CHE,G,R,RA,P,50
2020,Afghanistan,AFG,"Syrian Arab Rep.",SYR,U,N,FI,P,9
2020,Afghanistan,AFG,Thailand,THA,U,N,FI,P,36
2020,Afghanistan,AFG,Tajikistan,TJK,G,N,FA,P,1090
2020,Afghanistan,AFG,Türkiye,TUR,G,N,FI,P,22606
2020,Afghanistan,AFG,Ukraine,UKR,G,N,FI,P,134
2020,Afghanistan,AFG,Ukraine,UKR,G,J,JR,P,81
2020,Afghanistan,AFG,Uruguay,URY,G,N,FI,P,5
2020,Afghanistan,AFG,"United States of America",USA,G,A,AR,P,29
2020,Afghanistan,AFG,"United States of America",USA,G,N,EO,P,15
2020,Afghanistan,AFG,"United States of America",USA,G,N,IN,C,96
2021,Afghanistan,AFG,Albania,ALB,G,N,FI,P,5
2021,Afghanistan,AFG,Egypt,EGY,U,N,FI,P,15
2021,Afghanistan,AFG,Australia,AUS,G,A,AR,P,45
2021,Afghanistan,AFG,Australia,AUS,G,N,FI,P,1138
2021,Afghanistan,AFG,Austria,AUT,G,N,FA,P,8739
2021,Afghanistan,AFG,Azerbaijan,AZE,G,N,FI,P,11
2021,Afghanistan,AFG,Azerbaijan,AZE,U,N,FI,P,136
2021,Afghanistan,AFG,Belgium,BEL,G,N,FI,P,5150
2021,Afghanistan,AFG,Belgium,BEL,G,R,RA,P,1350
2021,Afghanistan,AFG,Bangladesh,BGD,U,N,FI,P,5
2021,Afghanistan,AFG,Belarus,BLR,G,N,FI,P,34
2021,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,G,N,FI,P,31
2021,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,G,J,JR,P,6
2021,Afghanistan,AFG,Bulgaria,BGR,G,NR,FA,P,6026
2021,Afghanistan,AFG,Canada,CAN,G,A,AR,P,55
2021,Afghanistan,AFG,Canada,CAN,G,R,AR,P,5
2021,Afghanistan,AFG,Canada,CAN,G,N,FI,P,337
2021,Afghanistan,AFG,Canada,CAN,G,A,JR,P,7
2021,Afghanistan,AFG,China,CHN,U,N,FI,P,24
2021,Afghanistan,AFG,Chile,CHL,G,N,FI,P,74
2021,Afghanistan,AFG,Cyprus,CYP,G,N,FA,P,128
2021,Afghanistan,AFG,Cyprus,CYP,G,R,FI,P,5
2021,Afghanistan,AFG,Czechia,CZE,G,N,FI,P,174
2021,Afghanistan,AFG,Denmark,DNK,G,A,AR,P,42
2021,Afghanistan,AFG,Denmark,DNK,G,N,FI,P,555
2021,Afghanistan,AFG,Estonia,EST,G,N,FI,P,17
2021,Afghanistan,AFG,Finland,FIN,G,N,FI,P,224
2021,Afghanistan,AFG,Finland,FIN,G,R,RA,P,179
2021,Afghanistan,AFG,France,FRA,G,A,AR,P,3351
2021,Afghanistan,AFG,France,FRA,G,N,FI,P,12488
2021,Afghanistan,AFG,France,FRA,G,A,RA,P,421
2021,Afghanistan,AFG,France,FRA,G,R,RA,P,984
2021,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,206
2021,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,3088
2021,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,53
2021,Afghanistan,AFG,Georgia,GEO,G,N,FI,P,40
2021,Afghanistan,AFG,Germany,DEU,G,N,FI,P,23276
2021,Afghanistan,AFG,Germany,DEU,G,J,JR,P,5524
2021,Afghanistan,AFG,Germany,DEU,G,R,RA,P,8445
2021,Afghanistan,AFG,Greece,GRC,G,A,AR,P,3918
2021,Afghanistan,AFG,Greece,GRC,G,N,FI,P,3168
2021,Afghanistan,AFG,Greece,GRC,G,R,RA,P,1450
2021,Afghanistan,AFG,Croatia,HRV,G,N,FI,P,1622
2021,Afghanistan,AFG,Croatia,HRV,G,A,JR,P,5
2021,Afghanistan,AFG,Hungary,HUN,G,N,FI,P,6
2021,Afghanistan,AFG,Iceland,ISL,G,A,AR,P,21
2021,Afghanistan,AFG,Iceland,ISL,G,N,FI,P,83
2021,Afghanistan,AFG,India,IND,U,A,AR,P,180
2021,Afghanistan,AFG,India,IND,U,N,FI,P,1829
2021,Afghanistan,AFG,Indonesia,IDN,U,N,FI,P,5
2021,Afghanistan,AFG,Ireland,IRL,G,A,AR,P,9
2021,Afghanistan,AFG,Ireland,IRL,G,N,FI,P,202
2021,Afghanistan,AFG,Italy,ITA,G,A,FI,P,23
2021,Afghanistan,AFG,Italy,ITA,G,N,FI,P,4358
2021,Afghanistan,AFG,Kazakhstan,KAZ,G,A,AR,P,11
2021,Afghanistan,AFG,Kazakhstan,KAZ,G,N,FI,P,208
2021,Afghanistan,AFG,Kyrgyzstan,KGZ,G,N,FI,P,308
2021,Afghanistan,AFG,"Rep. of Korea",KOR,G,N,FA,P,18
2021,Afghanistan,AFG,Lebanon,LBN,U,N,FI,P,10
2021,Afghanistan,AFG,"Sri Lanka",LKA,U,N,FI,P,7
2021,Afghanistan,AFG,Lithuania,LTU,G,N,FI,P,9
2021,Afghanistan,AFG,Luxembourg,LUX,G,R,AR,P,5
2021,Afghanistan,AFG,Luxembourg,LUX,G,N,FI,P,115
2021,Afghanistan,AFG,Latvia,LVA,G,N,FI,P,70
2021,Afghanistan,AFG,"North Macedonia",MKD,G,N,FA,P,5
2021,Afghanistan,AFG,Mexico,MEX,G,N,FI,P,6
2021,Afghanistan,AFG,Malaysia,MYS,U,N,FI,P,244
2021,Afghanistan,AFG,Montenegro,MNE,G,N,FA,P,97
2021,Afghanistan,AFG,Morocco,MAR,U,N,FI,P,5
2021,Afghanistan,AFG,Netherlands,NLD,G,N,FI,P,3008
2021,Afghanistan,AFG,Netherlands,NLD,G,R,RA,P,302
2021,Afghanistan,AFG,Norway,NOR,G,A,AR,P,66
2021,Afghanistan,AFG,Norway,NOR,G,N,FI,P,256
2021,Afghanistan,AFG,Norway,NOR,G,R,RA,P,5
2021,Afghanistan,AFG,"New Zealand",NZL,G,N,FI,P,5
2021,Afghanistan,AFG,Pakistan,PAK,U,A,AR,P,5
2021,Afghanistan,AFG,Pakistan,PAK,U,N,FI,P,3609
2021,Afghanistan,AFG,Poland,POL,G,R,AR,P,169
2021,Afghanistan,AFG,Poland,POL,G,A,FI,P,52
2021,Afghanistan,AFG,Poland,POL,G,N,FI,P,1612
2021,Afghanistan,AFG,Portugal,PRT,G,N,FI,P,665
2021,Afghanistan,AFG,Romania,ROU,G,N,FI,P,4259
2021,Afghanistan,AFG,Romania,ROU,G,R,RA,P,95
2021,Afghanistan,AFG,"Russian Federation",RUS,G,N,FI,P,46
2021,Afghanistan,AFG,"Russian Federation",RUS,G,N,TA,P,485
2021,Afghanistan,AFG,Spain,ESP,G,N,FI,P,1622
2021,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,56
2021,Afghanistan,AFG,Slovakia,SVK,G,N,FI,P,97
2021,Afghanistan,AFG,Slovakia,SVK,G,R,FI,P,6
2021,Afghanistan,AFG,Slovenia,SVN,G,N,FI,P,2593
2021,Afghanistan,AFG,Slovenia,SVN,G,R,RA,P,21
2021,Afghanistan,AFG,Sweden,SWE,G,A,AR,P,391
2021,Afghanistan,AFG,Sweden,SWE,G,N,FI,P,772
2021,Afghanistan,AFG,Sweden,SWE,G,R,RA,P,719
2021,Afghanistan,AFG,Switzerland,CHE,G,N,FI,P,2960
2021,Afghanistan,AFG,Switzerland,CHE,G,R,RA,P,119
2021,Afghanistan,AFG,"Syrian Arab Rep.",SYR,U,R,RA,P,6
2021,Afghanistan,AFG,Thailand,THA,U,N,FI,P,9
2021,Afghanistan,AFG,Tajikistan,TJK,G,N,FA,P,6372
2021,Afghanistan,AFG,Türkiye,TUR,G,N,FI,P,21926
2021,Afghanistan,AFG,"United Arab Emirates",ARE,U,N,FI,P,5
2021,Afghanistan,AFG,Ukraine,UKR,G,N,FI,P,569
2021,Afghanistan,AFG,Ukraine,UKR,G,J,JR,P,57
2021,Afghanistan,AFG,Ukraine,UKR,U,N,FI,P,6
2021,Afghanistan,AFG,"United States of America",USA,G,A,AR,P,26
2021,Afghanistan,AFG,"United States of America",USA,G,N,EO,P,42
2021,Afghanistan,AFG,"United States of America",USA,G,N,IN,P,465
